Time Stamp	Elapsed Time	AC 1 A	AC 2 A	AC 3 A	AC 4 A	AC 5 A	AC 6 A	AC 7 A	AC 8 A	DC 1 A	DC 2 A	DC 3 A	DC 4 A	DC 5 A	DC 6 A	DC 7 A	DC 8 A	PH 1 A	PH 2 A	PH 3 A	PH 4 A	PH 5 A	PH 6 A	PH 7 A	PH 8 A	AUX 1	AUX 2	AUX 3	AUX 4	Marker	AC 1 B	AC 2 B	AC 3 B	AC 4 B	AC 5 B	AC 6 B	AC 7 B	AC 8 B	DC 1 B	DC 2 B	DC 3 B	DC 4 B	DC 5 B	DC 6 B	DC 7 B	DC 8 B	PH 1 B	PH 2 B	PH 3 B	PH 4 B	PH 5 B	PH 6 B	PH 7 B	PH 8 B	
5564528	  0.00	119.496810	39.469866	63.568679	14.373947	203.999058	42.883629	82.135489	28.215663	894.997969	304.924293	481.319877	116.008899	1473.799844	297.644469	579.996079	204.034032	166.456110	174.955222	174.832272	183.579018	180.000000	190.548814	186.269020	197.629678	0	0	0	0	0	10.474176	2.640148	2.656278	2.720440	3.688609	3.176082	4.983546	3.466482	11.239730	5.688289	5.711676	5.699321	7.438541	5.553501	7.952040	6.746886	165.501314	149.200587	191.691720	244.097409	96.586948	180.000000	237.839363	221.244871	
5564628	  0.10	119.059696	39.284392	63.453496	14.328152	203.696697	42.763718	81.876640	28.068984	891.438221	303.344907	480.043340	115.529540	1471.707067	296.987631	578.746787	203.683178	166.519862	175.108237	174.837598	183.433461	180.000000	190.488144	186.326201	197.634685	0	0	0	0	0	2.897626	1.913154	4.694025	3.586184	2.820369	3.931986	2.969576	2.824580	7.129948	5.904092	6.757128	6.367966	6.045088	6.768520	6.310164	5.983737	226.046497	184.896132	171.701645	194.762629	250.046314	180.000000	196.476148	186.124624	
5564728	  0.20	118.596821	39.128664	63.267395	14.270268	203.328484	42.716926	81.947516	28.138507	887.426606	301.916320	479.237435	115.437505	1469.099601	296.360532	578.570409	203.557309	166.404906	175.014756	174.804543	183.723312	180.000000	190.451619	186.252525	197.507143	0	0	0	0	0	1.999744	3.064564	3.075587	2.541308	2.616482	1.667505	4.033907	2.268771	4.466168	5.998223	5.806652	6.063001	5.680498	5.532396	8.615475	4.964921	149.969177	199.903377	155.243401	239.111396	232.993923	180.000000	211.162489	241.526653	
5564828	  0.30	118.638121	39.163040	63.460408	14.382480	203.379057	42.646946	81.894952	28.006509	888.238283	302.255126	479.547482	115.432757	1469.714144	296.504950	578.197739	203.498887	166.507069	175.120238	174.860448	183.502066	180.000000	190.525433	186.284834	197.806281	0	0	0	0	0	3.168175	1.719276	3.386141	3.821887	2.033617	1.968451	2.736726	3.044611	6.232285	5.917649	6.296026	6.624419	5.610852	4.885936	5.011227	5.708379	197.121427	209.887312	245.850735	203.527848	194.430953	180.000000	90.434120	198.534806	
5564928	  0.40	118.724465	39.209201	63.337882	14.298105	203.847139	42.790539	81.976577	28.119820	889.109549	302.747280	478.967559	115.432526	1471.482543	296.858397	577.749142	203.484581	166.478789	175.039226	174.730408	183.846217	180.000000	190.564789	186.286681	197.638496	0	0	0	0	0	2.426908	2.287429	3.391351	2.268503	3.200594	3.324153	1.969471	2.064072	6.359967	5.274408	6.006851	4.892665	7.069023	6.895664	5.991750	5.885867	202.109167	135.691093	130.384795	201.120205	141.977876	180.000000	243.378975	173.978309	
5565028	  0.50	118.952156	39.191782	63.328918	14.355593	203.843790	42.793684	81.846072	27.993538	890.240869	303.119919	478.690314	115.441808	1472.473661	297.030822	577.400131	203.476345	166.469520	175.000481	174.896530	183.871230	180.000000	190.583270	186.277217	197.715800	0	0	0	0	0	3.474810	1.643183	3.559618	1.973272	2.576153	2.185560	2.350309	2.582698	5.747553	5.531103	5.751670	5.131899	5.602427	5.258127	6.068115	4.687312	227.642225	159.437187	190.233582	164.291090	191.879394	180.000000	135.139535	209.998988	
5565128	  0.60	119.101873	39.405798	63.326707	14.314319	203.990309	42.777509	81.746543	28.050116	891.836720	303.735396	478.581017	115.553887	1473.645573	297.299423	577.218664	203.507300	166.454183	175.022175	174.778023	183.568628	180.000000	190.542302	186.254245	197.626617	0	0	0	0	0	2.244998	2.873795	3.299542	2.966443	5.824447	3.705489	3.318665	4.238679	6.225140	5.571726	5.747215	5.952082	7.370948	6.998917	6.378300	6.941371	181.284581	241.005828	141.730737	218.340711	139.788092	180.000000	140.977170	71.850883	
5565228	  0.70	119.322641	39.380223	63.247908	14.260500	204.127022	42.843326	81.750662	28.175112	893.389453	304.311183	478.635824	115.687016	1474.443182	297.570457	577.132329	203.653834	166.503123	175.087081	174.874617	183.710994	180.000000	190.549190	186.337102	197.703996	0	0	0	0	0	3.874793	4.459686	3.985605	4.179191	1.821455	1.848529	1.909984	2.922781	6.028308	6.737455	6.245916	6.438284	4.993488	5.607078	4.560624	5.673800	213.225532	153.661297	126.159134	179.899264	226.038532	180.000000	220.534853	154.417343	
5565328	  0.80	119.453498	39.520451	63.223293	14.359736	204.050022	42.888102	81.714727	28.030081	894.376800	304.762757	478.268883	115.624294	1474.878541	297.695518	576.727669	203.531412	166.535308	175.036695	174.796932	183.617535	180.000000	190.519698	186.246178	197.691626	0	0	0	0	0	3.391799	3.048836	2.210571	2.659841	3.272059	1.480217	2.393229	3.833987	7.183382	5.940910	6.901009	5.493821	6.581848	4.739123	4.851088	6.163807	176.178310	202.218262	173.165613	189.789770	151.942898	180.000000	221.457531	120.573109	
5565428	  0.90	119.461294	39.500813	63.109795	14.287021	204.215456	42.869867	81.614460	28.034418	894.498274	304.995956	477.731395	115.479613	1474.813118	297.680816	575.809111	203.218134	166.519385	174.991188	174.790540	183.930276	180.000000	190.624059	186.436862	197.728563	0	0	0	0	0	2.697390	3.110106	3.364987	1.812146	2.880602	3.992020	2.784013	2.928768	7.092549	6.232819	6.448371	4.926494	6.246120	5.122402	5.790848	5.295648	199.149939	203.321915	216.763602	212.879857	210.367089	180.000000	251.209299	183.632925	
5565528	  1.00	118.928727	39.301622	62.931938	14.269475	203.987119	42.778996	81.392112	27.948530	890.794029	303.239410	476.034684	115.028491	1472.616242	296.901101	574.658050	202.681836	166.514749	175.115517	174.964408	183.660307	180.000000	190.589159	186.301942	197.637019	0	0	0	0	0	2.162826	1.734157	2.854509	3.452873	1.664008	2.641174	2.324322	1.808615	4.955868	5.786063	5.189905	6.859141	5.288386	6.865644	7.485940	5.216758	221.911195	140.483757	198.407403	189.544511	229.511578	180.000000	189.862392	133.634676	
5565628	  1.10	118.567799	38.982823	62.832331	14.245902	203.435182	42.644289	81.429256	27.886409	887.377656	301.904150	475.542243	114.772407	1469.604408	296.247453	574.217225	202.370459	166.506547	174.981179	174.759126	183.532176	180.000000	190.641447	186.291719	197.648227	0	0	0	0	0	1.403815	1.664318	1.990511	3.641238	2.282214	3.995025	5.591650	3.621094	4.323941	5.453619	4.811757	8.595546	5.822283	6.684212	7.227900	6.517834	189.504546	119.590285	161.772060	182.519272	196.628506	180.000000	176.991396	200.212696	
5565728	  1.20	118.460608	39.094087	62.770348	14.133398	203.601455	42.787706	81.272295	27.958480	888.200862	302.265936	475.231579	114.852928	1470.162875	296.406091	573.988760	202.326236	166.463664	175.055406	174.786915	183.707585	180.000000	190.575436	186.338531	197.696883	0	0	0	0	0	2.770458	2.568040	1.027755	2.078751	1.516465	1.754881	3.398503	2.017099	5.315925	5.697325	4.565513	4.705663	7.089577	4.736091	7.154247	4.456390	138.825056	126.558841	135.794085	153.967099	178.806999	180.000000	145.488228	157.147738	
5565828	  1.30	118.704167	39.148116	62.709901	14.197941	203.507242	42.718682	81.256040	27.883650	889.191272	302.572963	474.818774	114.747978	1470.434667	296.341993	573.634587	202.358996	166.463944	175.092905	174.886050	183.739630	180.000000	190.629807	186.295866	197.574448	0	0	0	0	0	2.753435	2.596311	2.101916	2.160610	1.838140	3.208924	3.643341	5.236667	5.582697	5.779404	5.516171	4.957842	5.274742	6.205137	6.126889	10.109696	213.907130	203.966292	121.208742	215.673474	139.232539	180.000000	178.676044	106.308137	
5565928	  1.40	118.983142	39.264788	62.780302	14.221046	203.874473	42.733357	81.213274	27.830621	890.653802	303.140759	475.101516	114.876026	1471.880249	296.658110	573.550888	202.340920	166.502329	175.189772	174.842338	183.572681	180.000000	190.573264	186.371750	197.744891	0	0	0	0	0	4.020437	4.276671	6.077775	3.448840	3.281782	4.241489	2.070933	3.641473	6.523634	6.756998	8.527566	7.056832	6.486230	6.011194	5.366504	6.773761	173.215903	232.271670	160.918437	225.956593	221.346382	180.000000	133.841669	182.922018	
5566028	  1.50	119.158114	39.344110	62.820667	14.190376	203.912717	42.813726	81.363412	27.986472	892.542686	303.658572	475.399746	115.008120	1473.053773	296.912960	573.852938	202.459618	166.464175	175.069427	174.772527	183.596153	180.000000	190.578853	186.246951	197.567326	0	0	0	0	0	3.826412	2.438162	2.034580	3.946336	1.878910	2.492455	2.741814	4.653370	6.718866	6.354804	5.223868	7.080823	6.264553	5.382720	5.213140	7.616936	209.875807	190.250320	148.125538	239.738330	228.604379	180.000000	186.815114	204.140368	
5566128	  1.60	119.315507	39.337037	62.684569	14.205837	203.873069	42.802065	81.281784	27.891564	893.329643	304.078429	475.033043	114.886033	1472.533348	296.940400	573.305549	202.277319	166.497530	175.154102	174.830660	183.778531	180.000000	190.665645	186.293323	197.598715	0	0	0	0	0	1.886744	4.001627	3.209124	3.272553	3.409111	3.068463	2.536414	3.692187	4.586540	6.592841	6.201072	7.100908	6.200838	6.807391	6.893590	6.159755	136.584403	200.462320	115.884780	174.544682	254.649872	180.000000	204.921340	194.341263	
5566228	  1.70	119.372109	39.441811	62.819527	14.249445	203.951309	42.771911	81.114439	27.868939	894.181863	304.253368	475.293103	115.067213	1473.786960	297.196257	573.093128	202.417134	166.491270	174.927651	174.770345	183.672209	180.000000	190.543250	186.310532	197.606918	0	0	0	0	0	2.710611	3.727862	4.295455	3.045046	1.323469	3.606447	3.107372	3.888732	5.734465	6.616167	7.184718	5.507734	5.029981	6.855497	5.191436	7.566336	93.048197	235.233222	179.102775	134.413437	173.366827	180.000000	182.964066	216.181670	
5566328	  1.80	119.585719	39.386347	62.695553	14.264036	204.263800	42.836665	81.193168	27.945272	895.606546	304.767436	475.017658	114.894709	1475.789326	297.417017	573.056440	202.415856	166.457367	175.095897	174.847197	183.773103	180.000000	190.577017	186.375168	197.597350	0	0	0	0	0	1.974304	2.920383	4.203167	1.961235	2.343226	1.325427	3.259211	2.691694	5.791941	5.696601	6.912154	5.001436	5.661041	5.964775	5.837384	5.233699	203.940319	183.054434	236.759450	198.454513	216.211815	180.000000	163.522983	246.732301	
5566428	  1.90	119.120016	39.267632	62.563932	14.179608	203.791844	42.714895	81.103382	27.840986	892.411122	303.124867	473.478346	114.485138	1472.278248	296.489089	572.157794	201.847792	166.480173	175.144940	174.889814	183.646243	180.000000	190.523219	186.255600	197.576030	0	0	0	0	0	3.354479	2.559552	4.509002	3.415772	2.608469	3.585538	2.645366	1.988685	7.013541	5.567292	7.185585	7.184584	5.216485	6.416958	5.836143	4.656693	90.582583	166.779397	234.170471	185.373788	225.654620	180.000000	152.107319	185.198408	
5566528	  2.00	118.907129	39.098272	62.542653	14.099196	203.440133	42.560035	81.047133	27.772591	890.477984	302.261763	472.962930	114.211840	1469.688986	295.796660	572.018641	201.397600	166.515654	175.116246	174.810785	183.630119	180.000000	190.559671	186.382652	197.649745	0	0	0	0	0	2.730341	3.576119	2.585472	3.959474	1.821821	3.415895	3.223497	4.330246	5.482195	6.712848	5.514340	6.828353	5.238913	7.019185	5.842143	6.831454	203.879581	141.281239	175.235504	135.942488	217.766751	180.000000	229.424255	181.417486	
5566628	  2.10	119.190749	39.163209	62.328648	14.113444	203.311640	42.650771	80.939759	27.676358	892.700165	302.940008	472.317207	114.164106	1469.636033	295.955450	571.469141	200.955379	166.449300	175.120415	174.800007	183.776942	180.000000	190.562497	186.269318	197.551659	0	0	0	0	0	3.322326	2.625220	1.773857	3.746752	2.623986	2.616621	1.459361	1.577032	7.371256	5.882740	4.919357	6.374439	5.622847	5.590324	4.219932	4.664619	151.468588	171.262141	182.460807	174.534608	120.699693	180.000000	271.442944	154.074214	
5566728	  2.20	119.467954	39.289104	62.454495	14.129562	203.458102	42.671764	80.961985	27.681115	894.154557	303.167882	472.613315	114.158344	1470.228127	296.035764	571.619471	201.143241	166.536524	174.939809	174.823249	183.375195	180.000000	190.490167	186.298254	197.621468	0	0	0	0	0	2.204617	3.842095	1.805477	2.883431	4.974989	2.882206	4.061772	2.427695	5.784228	7.033610	4.652333	6.080115	6.917125	6.795803	6.756352	5.524331	183.340553	209.958994	181.460920	220.624057	179.464715	180.000000	170.963666	169.423916	
5566828	  2.30	119.634554	39.407254	62.594670	14.127766	203.665459	42.715381	80.995245	27.770631	895.923481	303.869047	473.493299	114.375995	1471.496062	296.468249	572.083038	201.335884	166.495240	175.010284	174.787901	183.599620	180.000000	190.564752	186.311201	197.676962	0	0	0	0	0	1.730851	2.518499	2.620906	2.955342	1.987806	2.568204	1.327571	1.655138	5.631810	5.998977	5.340505	5.543207	5.373939	5.356361	5.321009	4.809840	217.345819	147.948390	191.403319	270.758421	223.665651	180.000000	170.263333	200.566527	
5566928	  2.40	119.626375	39.438793	62.485526	14.146658	203.658727	42.828312	80.823335	27.722610	896.847663	304.512281	472.974271	114.232583	1472.163192	296.727089	571.002499	200.856272	166.485245	175.042320	174.818877	183.697581	180.000000	190.603870	186.316177	197.657288	0	0	0	0	0	1.449844	1.973737	1.734223	2.561204	4.360909	3.579582	1.896967	2.470426	4.598778	5.332488	5.209539	5.626209	6.131600	6.143470	5.777629	5.189150	214.051446	238.039952	281.320422	134.661875	171.517472	180.000000	117.553086	104.010457	
5567028	  2.50	119.899059	39.517297	62.487983	14.124172	204.074030	42.897090	80.815525	27.672686	898.240110	305.247261	473.365383	114.125258	1474.517242	297.202717	571.071936	200.856532	166.499747	175.102815	174.906865	183.951389	180.000000	190.639893	186.316223	197.619623	0	0	0	0	0	1.568871	5.609096	2.138085	3.453382	2.267622	1.912423	3.560047	1.707174	5.298208	8.663903	5.280482	7.474435	5.680871	5.017544	6.977808	5.378820	232.897391	152.787388	175.878541	191.492493	196.055636	180.000000	167.562608	225.908480	
5567128	  2.60	120.114489	39.648587	62.503441	14.110658	204.150327	42.848213	81.038530	27.662204	899.734376	305.825189	473.558385	114.194115	1475.137642	297.367493	571.985308	201.011891	166.487931	175.065391	174.797552	183.793832	180.000000	190.505629	186.323921	197.731389	0	0	0	0	0	1.812368	2.251973	1.358593	2.640738	2.756992	1.424408	2.532491	3.144631	5.714752	5.244770	4.394588	5.724105	4.718907	5.520149	6.141465	6.028906	281.070712	224.662268	146.419977	198.295344	219.715656	180.000000	237.591620	75.957909	
5567228	  2.70	120.133235	39.595645	62.544667	14.109643	204.242207	42.796802	81.038338	27.678131	900.170271	305.380143	473.495330	114.139378	1474.711337	296.984135	572.090322	200.792482	166.450577	175.012935	174.699442	183.845178	180.000000	190.548965	186.266298	197.728003	0	0	0	0	0	1.858994	3.015553	3.540358	2.946162	4.143564	2.768719	3.361990	2.973497	6.229218	6.361689	8.220717	6.443850	7.803682	5.618310	7.022613	6.761679	147.989491	188.918795	253.320409	157.589965	238.720710	180.000000	198.765304	256.225031	
5567328	  2.80	119.426289	39.217966	62.411419	14.117859	203.477657	42.695860	80.876963	27.648541	894.590221	303.101801	472.402718	113.762532	1470.438058	296.033775	571.402768	200.509072	166.504063	175.087012	174.874177	183.787604	180.000000	190.528276	186.404166	197.644591	0	0	0	0	0	2.579085	3.820597	1.956023	2.127388	2.928328	2.073801	2.649567	3.312032	6.320997	6.357650	4.990027	5.085753	5.633298	5.755375	6.249768	5.377714	231.604603	154.745117	226.222607	118.777599	260.179345	180.000000	181.306064	133.240681	
5567428	  2.90	119.365243	39.180910	62.378114	14.051499	203.380268	42.616581	80.932321	27.603717	893.796724	302.915649	472.240322	113.834160	1469.949332	295.941273	571.493458	200.541707	166.468851	175.113705	174.833287	183.686923	180.000000	190.592654	186.382806	197.555681	0	0	0	0	0	2.661460	3.518948	1.756459	4.245993	2.614842	4.122119	3.151782	2.635214	5.928087	6.565376	5.172690	6.496264	5.875981	7.607388	7.011333	6.810137	196.624572	145.391284	121.255278	205.049706	194.816726	180.000000	124.814550	227.316497	
5567528	  3.00	119.568041	39.323314	62.421780	14.117771	203.870068	42.700842	80.931732	27.712071	895.439928	303.368260	472.786686	113.989840	1472.557921	296.517596	571.861284	200.982450	166.477946	175.062524	174.867150	183.804100	180.000000	190.489845	186.345883	197.712839	0	0	0	0	0	2.845015	3.866784	2.098125	2.764487	3.005521	2.777237	3.741762	3.261217	6.725151	6.116382	4.719419	5.804804	6.452110	6.075945	7.131918	7.687219	182.144159	168.302817	180.795985	188.564240	46.276494	180.000000	163.509913	169.888535	
