Time Stamp	Elapsed Time	AC 1 A	AC 2 A	AC 3 A	AC 4 A	AC 5 A	AC 6 A	AC 7 A	AC 8 A	DC 1 A	DC 2 A	DC 3 A	DC 4 A	DC 5 A	DC 6 A	DC 7 A	DC 8 A	PH 1 A	PH 2 A	PH 3 A	PH 4 A	PH 5 A	PH 6 A	PH 7 A	PH 8 A	AUX 1	AUX 2	AUX 3	AUX 4	Marker	AC 1 B	AC 2 B	AC 3 B	AC 4 B	AC 5 B	AC 6 B	AC 7 B	AC 8 B	DC 1 B	DC 2 B	DC 3 B	DC 4 B	DC 5 B	DC 6 B	DC 7 B	DC 8 B	PH 1 B	PH 2 B	PH 3 B	PH 4 B	PH 5 B	PH 6 B	PH 7 B	PH 8 B	
8252709	  0.00	192.632122	30.026427	193.287030	45.405496	196.003278	42.079213	275.500087	16.790158	768.644033	129.293008	789.591442	193.067639	770.127989	170.253818	1073.164093	74.831249	168.949654	172.430988	175.235222	178.915810	180.000000	190.081207	188.524574	195.427429	0	0	0	0	0	1.634302	0.382235	2.324241	6.885141	0.558833	1.032443	9.844489	0.216576	6.601296	9.131242	7.668665	9.644255	3.584583	6.558760	11.969266	5.238540	228.650715	280.112003	73.424007	289.410130	180.000000	342.615795	182.425007	289.712315	
8252729	  0.02	192.659819	30.319213	193.560776	45.486244	195.951698	42.303896	275.637562	16.795380	769.377318	129.425848	789.899397	193.299597	770.599926	170.221073	1073.812946	74.976861	168.905766	172.360359	175.195389	178.989227	180.000000	189.736671	188.489014	194.834625	0	0	0	0	0	2.909407	7.356830	6.286500	8.618515	5.631696	6.369140	2.330976	5.521236	8.296401	9.669764	8.649726	11.182773	6.546548	10.163472	7.326620	8.728897	247.070002	190.999129	6.689822	225.433398	180.000000	100.937960	320.834826	189.860800	
8252749	  0.04	193.490590	30.227457	193.347273	45.345920	195.955084	42.188813	276.022354	16.841952	770.319606	129.459568	790.050385	193.405884	770.960041	170.203687	1074.072828	74.826864	168.867828	172.171318	175.292183	178.966415	180.000000	190.044083	188.492500	195.074165	0	0	0	0	0	5.175942	1.410846	1.195753	0.490148	5.575820	3.345723	2.668021	1.432361	9.088989	4.290103	4.743314	4.491395	7.024682	4.401312	5.453128	6.119562	133.188837	25.288692	302.150570	170.493252	180.000000	266.110683	93.226772	337.016064	
8252769	  0.06	193.386743	30.411466	193.601070	45.466711	196.061462	42.364337	276.144456	16.926174	770.988652	129.692548	790.365783	193.648746	771.025133	170.478241	1074.469485	75.055230	168.936993	172.119766	175.249718	179.044830	180.000000	189.419815	188.503387	195.387878	0	0	0	0	0	6.197657	0.425119	0.533688	1.625103	2.371647	2.090779	5.037213	5.768765	9.892725	3.906498	6.721573	9.079554	7.519496	5.891373	6.847901	6.182877	236.883533	6.707420	186.308792	135.036583	180.000000	298.891521	130.701485	224.885765	
8252789	  0.08	193.699274	30.255150	193.660459	45.348913	196.345625	42.232409	275.383231	16.975308	771.467605	129.576150	790.395553	193.781966	771.489262	170.467016	1073.441545	74.945169	168.918228	172.439930	175.313461	178.806061	180.000000	189.816772	188.557350	195.232521	0	0	0	0	0	2.807342	3.672421	0.790064	0.546950	3.602324	1.649380	0.495476	1.205999	6.249837	10.569873	5.171016	4.130414	5.677283	7.175521	4.903284	8.513940	95.212150	73.854364	317.686142	130.482430	180.000000	28.529129	265.662277	76.097157	
8252809	  0.10	193.505536	30.275769	193.688506	45.633938	196.553424	42.175945	275.596628	16.833528	771.724926	129.685441	790.630363	193.865437	771.711993	170.475954	1074.148109	74.923199	168.863846	172.247787	175.175323	178.841339	180.000000	189.620934	188.461800	195.643768	0	0	0	0	0	0.715460	5.288567	1.066330	2.889454	6.855591	5.528323	9.438399	6.459747	6.792546	9.971030	5.545554	6.346688	6.843237	7.011863	9.642737	6.983730	186.097519	320.145500	295.513191	114.552826	180.000000	50.987419	357.137794	125.857674	
8252829	  0.12	193.783430	30.237235	193.637673	45.544073	196.336810	42.352426	275.883139	16.831993	772.149096	129.815962	791.059170	194.068234	772.075646	170.628482	1074.078319	75.009697	168.916977	172.603851	175.202370	178.799583	180.000000	189.731689	188.485886	195.468452	0	0	0	0	0	4.155378	2.228402	1.635179	5.478870	3.021041	2.239944	5.643108	2.171256	6.879482	6.028069	6.063034	8.258963	4.603168	5.752854	10.677049	4.694097	195.481388	151.867172	317.444660	77.902435	180.000000	12.798820	162.788460	157.480141	
8252849	  0.14	193.898639	30.415157	193.773182	45.836529	196.639152	42.376999	275.263447	16.815680	773.040933	129.857277	791.203813	194.020558	772.187285	170.627872	1073.579783	74.993256	168.887596	172.428753	175.166611	178.989014	180.000000	189.493462	188.474716	195.278481	0	0	0	0	0	2.441769	2.299867	0.455709	1.248053	0.650881	1.126801	7.643713	2.530412	12.371568	4.939487	3.988186	4.567335	7.640163	7.405988	8.135237	6.415839	306.419556	183.143223	313.677658	8.936172	180.000000	177.854660	240.366738	51.968597	
8252869	  0.16	194.298651	30.338224	194.008388	45.558478	196.435501	42.220730	275.678924	16.931727	773.405013	129.951226	791.496151	194.248261	772.390860	170.704282	1073.699842	75.046316	168.788582	172.480762	175.185646	178.743431	180.000000	189.855888	188.361732	195.135994	0	0	0	0	0	0.877754	1.263553	3.427865	0.675458	3.559426	2.289155	5.319826	4.404822	6.950152	5.514363	7.711071	7.198210	5.222229	7.946440	6.675023	8.055198	233.413849	13.800774	162.986526	147.997131	180.000000	333.245277	67.293427	112.635811	
8252889	  0.18	193.880826	30.368267	193.994616	45.771772	196.692212	42.236889	275.865112	16.915160	773.867190	130.122346	791.526959	194.285977	772.509638	170.793792	1073.866508	75.035991	168.899933	172.614384	175.246124	178.970833	180.000000	189.671181	188.524162	195.372849	0	0	0	0	0	3.517848	9.752690	3.684660	5.274740	1.875186	5.547798	4.046481	1.628924	8.928129	11.719061	6.779183	6.158193	6.422975	7.148147	6.912757	4.319754	274.683502	97.448509	302.689224	160.209343	180.000000	269.547577	281.399857	21.655369	
