Time Stamp	Elapsed Time	AC 1 A	AC 2 A	AC 3 A	AC 4 A	AC 5 A	AC 6 A	AC 7 A	AC 8 A	DC 1 A	DC 2 A	DC 3 A	DC 4 A	DC 5 A	DC 6 A	DC 7 A	DC 8 A	PH 1 A	PH 2 A	PH 3 A	PH 4 A	PH 5 A	PH 6 A	PH 7 A	PH 8 A	AUX 1	AUX 2	AUX 3	AUX 4	Marker	AC 1 B	AC 2 B	AC 3 B	AC 4 B	AC 5 B	AC 6 B	AC 7 B	AC 8 B	DC 1 B	DC 2 B	DC 3 B	DC 4 B	DC 5 B	DC 6 B	DC 7 B	DC 8 B	PH 1 B	PH 2 B	PH 3 B	PH 4 B	PH 5 B	PH 6 B	PH 7 B	PH 8 B	
6172509	  0.00	143.104163	38.636860	133.637825	37.093844	192.489690	69.965843	237.913194	21.904800	799.629446	229.166597	768.403672	224.336071	1089.260355	402.313990	1328.454661	135.036998	168.003265	173.171379	173.442696	177.938965	180.000000	191.973869	187.717201	196.062897	0	0	0	0	0	0.768639	1.321469	2.693006	8.362862	8.227289	0.231444	1.148626	3.767563	3.408561	6.201987	6.040282	9.481899	9.447366	4.349948	5.700275	9.319563	334.737310	271.041471	168.811872	283.766592	180.000000	223.484468	158.677786	62.471838	
6172529	  0.02	143.363085	38.462091	133.038554	37.077582	192.244830	69.741160	237.819200	21.730208	798.747857	227.979006	766.710347	223.707502	1087.409819	401.197897	1327.711494	134.819209	167.947182	173.196793	173.559219	177.710159	180.000000	191.743225	187.660767	195.696754	0	0	0	0	0	8.425575	6.240460	4.619661	7.397210	6.086423	2.642220	3.144023	4.001451	9.086863	6.800615	6.134290	12.029436	8.865962	5.105075	5.104989	6.268448	284.174402	163.294981	228.308210	222.101118	180.000000	302.219461	344.165102	358.907762	
6172549	  0.04	142.957247	38.278801	133.207036	37.039546	191.811600	69.484671	237.699400	21.754450	797.006460	226.870371	765.589312	223.311943	1085.853084	400.014942	1327.777868	134.791604	167.887657	173.129997	173.379425	177.821281	180.000000	191.568001	187.599930	195.501694	0	0	0	0	0	3.051620	3.591064	1.745512	2.986449	5.858225	1.733873	3.130305	7.532301	6.398421	6.072752	4.972066	8.948584	6.033622	3.857086	7.959085	13.394211	71.917877	297.787682	11.382984	273.531830	180.000000	294.491203	290.099987	45.284134	
6172569	  0.06	142.943261	38.138038	132.908247	37.101031	191.577523	69.605248	237.822463	21.746047	796.786352	226.237043	765.166972	223.066183	1084.861625	399.690760	1328.358151	134.735037	168.013832	173.068108	173.390656	177.699883	180.000000	191.656441	187.544739	196.184059	0	0	0	0	0	1.035850	1.862800	7.689533	6.553066	1.421569	3.046354	2.101254	3.578853	6.807686	3.965433	11.204160	8.682696	5.465363	6.387380	4.514951	6.201315	139.894249	88.778849	279.941261	59.882997	180.000000	70.703574	301.657631	4.903728	
6172589	  0.08	142.584123	38.058812	132.957676	37.028240	191.628401	69.408803	237.643352	21.698310	795.837414	225.819218	765.332968	222.870356	1084.197765	399.249203	1327.769693	134.685043	167.971359	173.239777	173.537437	177.869965	180.000000	191.826355	187.593430	195.887207	0	0	0	0	0	2.369808	6.895819	1.529514	5.475299	5.584625	5.135039	0.696667	5.226827	8.955590	10.696072	6.503297	8.251328	7.689596	10.297219	8.719635	6.522927	209.542488	224.940762	337.765774	301.038830	180.000000	347.827969	107.068974	130.708508	
6172609	  0.10	142.598901	37.920947	132.895268	36.894193	191.629545	69.121674	237.959192	21.807714	795.254325	225.706068	765.585469	222.824999	1083.857111	398.792670	1328.331553	134.678195	167.965652	173.191597	173.458527	178.018700	180.000000	191.678459	187.684769	195.976585	0	0	0	0	0	1.351934	9.250539	2.511976	0.484289	5.270747	3.402691	4.076271	2.237835	9.118793	10.195900	6.137891	5.262920	8.111117	8.580054	6.014924	7.934249	91.800591	21.729134	119.876740	166.464630	180.000000	147.856050	117.913444	144.754820	
6172629	  0.12	142.676180	37.950859	132.917596	37.045478	191.771459	69.200005	238.524635	21.726908	795.070394	225.587199	765.477246	222.862731	1084.977779	398.816675	1329.471865	134.608207	167.945290	173.506340	173.466103	178.006889	180.000000	191.767151	187.642769	195.797455	0	0	0	0	0	1.962954	4.824255	3.180213	1.132688	0.921683	6.247289	4.324241	4.742662	8.046304	10.476190	7.206908	5.351290	5.741293	9.052332	7.219251	9.450296	95.012585	344.122913	101.281872	307.494396	180.000000	350.756779	67.672588	27.736065	
6172649	  0.14	142.549838	38.015513	133.084003	36.954134	191.442182	69.198396	237.939014	21.773850	795.183925	225.445636	765.727367	222.931102	1083.582831	398.647507	1328.077648	134.504894	167.830978	173.044861	173.509033	177.910484	180.000000	191.648529	187.509254	195.771103	0	0	0	0	0	13.915499	1.557644	1.796940	4.945868	2.738144	1.496651	0.253459	3.846450	15.123370	4.111933	5.704158	9.270716	9.423789	4.727956	7.363798	6.058914	104.927475	90.337067	83.222961	319.510784	180.000000	214.870071	231.274250	75.339035	
6172669	  0.16	142.847270	37.992312	133.099499	37.013176	191.721816	69.306604	237.746405	21.907665	795.793429	225.695041	765.991948	223.124306	1084.044886	399.050539	1328.854856	134.844831	167.923096	172.947212	173.244598	177.673309	180.000000	191.577148	187.460602	195.877914	0	0	0	0	0	0.433822	2.540510	2.448635	3.920098	1.988417	9.043638	1.667930	1.048547	3.373443	4.249021	6.658755	5.935231	5.016815	11.076641	6.254480	4.750884	336.557346	15.092308	58.799820	172.049316	180.000000	276.199495	49.430176	294.324733	
6172689	  0.18	142.881997	38.061484	132.971159	37.017096	191.557101	69.428661	237.948256	21.902112	796.249627	225.970176	766.008846	223.562965	1084.250352	399.211563	1329.449415	135.059616	167.804443	173.220718	173.268158	177.812149	180.000000	191.613365	187.476036	195.593567	0	0	0	0	0	2.048323	4.623840	5.304944	1.874660	0.857831	2.096677	0.689062	7.981649	7.816619	6.563597	7.827660	7.071469	6.071906	5.273115	7.259682	8.712586	156.560295	299.812082	273.618224	277.523429	180.000000	96.249496	211.517761	151.545341	
6172709	  0.20	142.570854	38.404754	132.755184	37.005463	191.737052	69.184685	238.072433	21.924241	796.302885	226.500373	766.016106	223.595695	1083.989249	399.104895	1329.404149	135.035427	167.944229	172.881233	173.527824	177.952377	180.000000	191.807594	187.630814	195.912636	0	0	0	0	0	4.641729	2.146178	0.910697	3.092787	1.834819	1.070900	3.716185	1.290535	10.977317	5.725503	3.603974	5.975664	4.616422	4.668979	8.577234	5.177111	149.840302	15.175409	249.323807	2.983301	180.000000	309.812981	314.448692	296.884327	
6172729	  0.22	142.557143	38.144311	133.185043	37.082756	191.618427	69.288890	238.287629	21.826406	795.817831	226.505803	766.562897	223.669587	1083.679463	399.289314	1329.903782	135.090576	167.878136	173.136963	173.346031	177.825157	180.000000	191.788895	187.535919	195.871735	0	0	0	0	0	2.218499	3.279390	3.499387	1.577506	2.590311	0.952502	1.691848	2.888436	5.364782	4.215898	5.794609	5.105965	6.803977	7.077022	4.416952	5.501239	317.047424	351.470013	290.400826	183.762024	180.000000	306.403595	160.096649	13.588998	
6172749	  0.24	142.868911	38.244725	133.126036	37.217456	191.230158	69.328352	238.519983	21.810102	796.605776	226.775797	766.502501	223.817937	1083.667750	399.273971	1329.554222	135.081074	167.807045	173.199966	173.524200	177.612587	180.000000	191.735542	187.478783	195.888809	0	0	0	0	0	0.475646	4.033783	12.754380	1.662370	1.060430	1.095821	4.062047	1.691824	9.784119	6.012235	15.754990	9.418626	8.589771	12.228126	10.976470	9.021226	30.021667	103.943481	217.573190	173.587824	180.000000	18.082946	67.200447	105.035476	
6172769	  0.26	142.758308	38.365672	133.139655	37.001379	191.485557	69.204199	237.677225	21.721242	796.870906	226.785726	766.380857	223.673049	1083.855281	399.364625	1328.181723	135.011620	167.834816	172.955078	173.416458	177.972481	180.000000	191.489288	187.491333	195.231377	0	0	0	0	0	5.030959	4.755121	2.378159	1.439391	1.459451	2.398839	5.407211	7.107417	5.839098	7.821196	6.158671	8.345011	6.124139	6.529022	8.572397	7.643655	114.135624	145.785839	97.462749	236.985251	180.000000	180.304569	316.829899	59.774334	
6172789	  0.28	142.853187	38.138416	133.094572	36.935219	191.396459	69.348553	237.804924	21.948613	797.086072	226.692692	766.022755	223.507877	1084.111259	399.645220	1327.962714	134.985540	167.966660	173.008690	173.249260	177.606369	180.000000	191.602562	187.456924	195.155884	0	0	0	0	0	4.998019	1.078597	3.936960	3.650671	5.411082	7.216408	2.641046	2.714031	8.761238	5.131842	9.210436	7.406660	7.429110	9.444048	4.629978	7.102466	25.408363	44.279636	235.830658	296.816833	180.000000	305.721802	115.536057	315.217636	
6172809	  0.30	142.932326	38.084152	133.276628	37.140437	191.036695	69.404312	237.744560	21.929732	797.265915	226.663196	766.322170	223.268157	1083.216799	399.265705	1327.851318	134.893315	167.810600	173.215775	173.360909	177.420387	180.000000	191.619392	187.428970	195.254272	0	0	0	0	0	1.588292	2.253002	3.462500	4.996596	6.750554	3.028250	1.388779	4.064071	4.639522	4.246461	6.421717	12.499609	9.435957	10.203296	6.693548	11.630497	83.197145	271.679466	345.087486	88.413675	180.000000	20.436584	21.972687	34.169136	
6172829	  0.32	142.611499	38.338807	133.007655	37.134927	191.470916	69.227084	237.914063	21.910536	795.383839	226.669404	765.808627	223.390778	1083.598448	399.218701	1328.071182	134.888328	167.900047	173.082115	173.323914	177.320053	180.000000	191.690186	187.501938	195.198540	0	0	0	0	0	8.073617	3.495130	0.384291	2.000650	1.592398	1.105183	3.484249	2.055902	8.617145	5.603924	3.543435	6.933081	4.694075	5.733549	9.216662	4.425693	164.863731	246.549347	191.005096	169.099602	180.000000	306.776056	334.138605	251.727913	
6172849	  0.34	142.783656	38.206002	133.049413	37.192734	191.538876	69.159940	238.212349	21.763561	795.992917	226.415484	766.051123	223.670945	1083.562211	399.351753	1328.820937	134.971387	167.798859	172.941612	173.361610	177.653656	180.000000	191.560028	187.349625	195.451569	0	0	0	0	0	5.323371	2.141022	2.864904	3.717732	4.525140	2.028137	2.366261	3.932532	7.052099	7.021753	6.071126	8.012293	7.290656	9.006281	7.879307	8.730372	173.960556	166.932777	299.567766	68.182543	180.000000	189.960511	261.765970	158.550737	
6172869	  0.36	142.956698	38.263004	133.134973	37.104802	191.235496	69.311942	238.097552	21.734200	797.061913	226.641448	766.224012	223.469063	1083.087834	399.391407	1328.663056	134.956624	167.930222	173.243309	173.459343	178.021011	180.000000	191.719460	187.533630	195.632637	0	0	0	0	0	5.918289	2.326968	8.073523	8.624739	2.054008	0.678117	2.722282	0.636171	7.061166	8.108427	9.098208	9.818911	5.580476	2.587861	4.764897	9.620525	100.688179	279.595102	322.493580	270.738126	180.000000	133.057747	51.830986	22.053169	
6172889	  0.38	143.034144	38.138443	133.509744	37.160492	191.269735	69.515708	237.667556	21.883444	797.390305	226.782401	766.854502	223.569066	1083.285369	399.585251	1328.506272	135.119554	167.846107	173.107269	173.352592	177.861244	180.000000	191.495560	187.464577	195.595322	0	0	0	0	0	0.808977	2.038092	3.054197	3.274894	5.814083	2.389018	4.496582	1.115885	7.335535	6.152597	7.039172	5.910222	8.506501	4.317108	6.157912	5.321161	331.142490	58.306065	62.302563	186.318913	180.000000	247.485485	217.264133	102.138725	
6172909	  0.40	143.099313	38.305597	133.314588	36.893251	191.327446	69.364681	238.172131	21.855204	797.145918	226.826538	766.096145	223.628332	1082.918117	399.628687	1329.492606	135.118745	167.878944	173.220161	173.302475	177.461533	180.000000	191.588730	187.418694	195.503273	0	0	0	0	0	1.572608	0.847831	3.060058	4.563169	6.736050	3.051829	6.842025	2.740259	4.561739	4.904261	9.287722	7.966785	8.566453	4.371335	7.884924	5.348665	183.174622	163.849953	52.733669	193.816246	180.000000	57.063816	80.316740	353.946594	
6172929	  0.42	142.985492	38.266870	133.372543	37.122875	191.589068	69.269528	238.501224	21.891752	797.023602	227.280189	766.411298	223.854312	1082.991079	399.818078	1329.570449	135.220594	167.954445	172.962708	173.299179	177.645432	180.000000	191.671577	187.435226	195.332123	0	0	0	0	0	0.233824	6.497901	4.063175	2.026492	0.572962	3.961382	4.901860	1.351625	3.488253	8.341779	5.726673	6.563987	6.282981	9.856957	7.208036	4.655942	185.187731	283.406704	71.894833	136.181767	180.000000	313.781803	299.575695	149.971756	
