Time Stamp	Elapsed Time	AC 1 A	AC 2 A	AC 3 A	AC 4 A	AC 5 A	AC 6 A	AC 7 A	AC 8 A	DC 1 A	DC 2 A	DC 3 A	DC 4 A	DC 5 A	DC 6 A	DC 7 A	DC 8 A	PH 1 A	PH 2 A	PH 3 A	PH 4 A	PH 5 A	PH 6 A	PH 7 A	PH 8 A	AUX 1	AUX 2	AUX 3	AUX 4	Marker	AC 1 B	AC 2 B	AC 3 B	AC 4 B	AC 5 B	AC 6 B	AC 7 B	AC 8 B	DC 1 B	DC 2 B	DC 3 B	DC 4 B	DC 5 B	DC 6 B	DC 7 B	DC 8 B	PH 1 B	PH 2 B	PH 3 B	PH 4 B	PH 5 B	PH 6 B	PH 7 B	PH 8 B	
4347462	  0.00	115.793950	40.871673	71.983733	15.923720	175.177194	68.720861	140.388327	13.378587	814.309713	301.900428	540.275859	130.457616	1260.114390	501.509367	1039.010245	112.572890	168.356201	172.262619	173.935989	176.844330	180.000000	191.299179	188.400742	195.241646	0	0	0	0	0	3.872628	1.199586	3.477511	0.781055	1.456259	3.348288	2.227329	1.721916	6.922756	6.700597	10.205098	2.866004	7.538996	6.101841	6.632899	6.039066	221.875709	139.634960	182.318526	163.421465	180.000000	218.996604	205.445474	215.915283	
4347482	  0.02	115.710815	40.873576	71.861554	15.879986	174.975587	68.404106	140.303773	13.263469	813.808310	301.425685	539.536170	130.172599	1259.492013	500.976363	1038.921177	112.624447	168.286049	171.636986	173.802002	176.381798	180.000000	191.284729	188.335945	195.673012	0	0	0	0	0	0.281809	2.901935	2.059423	1.146922	0.963524	1.264549	2.126094	4.938033	4.486450	8.055631	4.417884	4.011786	4.513064	4.760493	6.227712	13.830958	235.191860	38.717468	137.011665	85.933403	180.000000	137.442863	116.086906	358.639809	
4347502	  0.04	115.698751	40.679964	71.908155	16.047277	175.198271	68.701034	140.468991	13.377515	813.917937	301.203198	538.758229	130.261667	1260.361461	501.157213	1039.366272	112.564387	168.483070	171.902878	173.860855	176.002533	180.000000	191.549057	188.434998	194.992889	0	0	0	0	0	0.215150	1.945507	1.154004	3.103945	1.977759	2.674963	1.799475	2.576961	5.633055	4.001613	5.674897	4.725072	5.510718	5.597092	7.059843	4.636811	77.863426	122.445510	24.085529	222.661083	180.000000	314.771137	257.819706	326.222401	
4347522	  0.06	115.925599	40.673348	71.772585	16.100016	175.185887	68.540705	140.386009	13.315948	814.303430	301.506974	538.663732	130.087939	1261.317903	501.033495	1039.477302	112.356748	168.352058	171.949966	173.761459	177.031471	180.000000	191.477493	188.443443	195.011566	0	0	0	0	0	2.654411	2.679340	0.573668	2.149715	1.199868	0.701655	1.491026	3.964017	5.861960	4.609589	5.644399	5.377275	3.362988	6.053491	5.250513	4.993563	297.056499	82.645916	214.640781	80.426159	180.000000	117.367132	86.424107	88.054485	
4347542	  0.08	115.829973	40.655302	71.702704	15.976027	174.959969	68.543252	140.592862	13.447735	814.066607	301.143199	538.588146	130.095747	1261.018001	500.760191	1039.469860	112.427972	168.341095	172.133560	173.750992	176.712128	180.000000	191.389191	188.340813	194.845314	0	0	0	0	0	0.598360	3.648396	4.349604	3.799032	4.854730	3.165811	2.988942	2.459693	3.987319	5.430374	6.518545	5.825953	7.807075	6.974902	5.017921	4.625618	59.031258	63.633415	317.539436	216.116837	180.000000	337.406715	36.098381	262.897127	
4347562	  0.10	115.647735	40.675430	71.506724	15.984348	175.330867	68.669823	140.435301	13.288731	813.125477	300.800990	538.220223	129.993228	1260.369880	500.790053	1039.257195	112.368118	168.412933	171.602829	173.951599	177.016022	180.000000	191.288330	188.388855	194.382622	0	0	0	0	0	1.240507	2.683937	1.393067	0.722581	10.879146	4.715334	0.522615	2.236580	5.018702	6.635915	3.198158	4.537358	10.091674	7.653091	5.135096	4.606357	272.972166	355.649742	134.299843	359.382423	180.000000	351.554375	242.458280	320.688873	
4347582	  0.12	115.665777	40.545939	71.442234	15.985038	174.947387	68.524805	140.525497	13.407390	813.001758	300.704906	537.858339	129.955938	1259.838889	500.336081	1039.275130	112.428917	168.410919	171.879555	173.815895	175.545418	180.000000	191.374619	188.365456	195.605354	0	0	0	0	0	0.728699	2.381094	2.366519	5.066227	9.371846	2.051882	2.881502	7.339280	6.624701	3.944045	6.043968	10.650738	11.313353	5.565076	5.270404	10.872875	22.810787	49.509365	310.731689	32.597733	180.000000	13.142753	122.316345	72.997330	
4347602	  0.14	115.849434	40.734358	71.434143	15.922737	175.233899	68.513054	140.504755	13.581754	813.415924	300.977844	538.130423	130.053852	1260.232008	500.811527	1038.972788	112.522507	168.336876	172.222977	173.839203	176.734818	180.000000	191.460060	188.383629	195.648865	0	0	0	0	0	4.494854	4.318409	11.050076	5.008581	2.186830	2.735429	2.030611	0.890965	9.717398	8.207706	10.667852	8.120987	6.944686	6.733308	7.159773	9.091310	71.834869	149.146637	196.886253	74.002258	180.000000	69.319000	56.638161	174.775055	
4347622	  0.16	115.982494	40.756480	71.874876	15.920817	175.098589	68.494432	140.358709	13.569612	813.650001	300.861172	538.541599	130.079749	1260.369758	500.720079	1038.751338	112.561909	168.292892	172.058067	173.769409	176.208496	180.000000	191.437538	188.311569	195.122581	0	0	0	0	0	1.513398	6.013400	1.520471	0.956225	5.481619	9.214170	3.417284	2.712330	3.493936	7.573289	6.190903	5.059742	6.428940	10.469315	7.750548	5.695677	238.771233	205.456375	39.851089	92.204178	180.000000	143.216278	286.821437	191.429749	
4347642	  0.18	115.884565	40.726477	71.691814	15.968559	175.051416	68.341888	140.236698	13.294516	813.669645	300.822555	538.889330	130.079367	1260.254824	500.450802	1038.522446	112.369437	168.459717	172.023125	173.966293	177.459152	180.000000	191.604416	188.646118	195.012192	0	0	0	0	0	4.213207	1.000536	1.108167	3.223377	0.653299	3.461789	0.794987	4.475678	7.662787	3.652432	7.614698	6.057352	3.851642	4.878275	5.079025	6.482452	115.817360	262.095356	357.188923	225.568840	180.000000	69.986259	247.611065	34.308548	
