Time Stamp	Elapsed Time	AC 1 A	AC 2 A	AC 3 A	AC 4 A	AC 5 A	AC 6 A	AC 7 A	AC 8 A	DC 1 A	DC 2 A	DC 3 A	DC 4 A	DC 5 A	DC 6 A	DC 7 A	DC 8 A	PH 1 A	PH 2 A	PH 3 A	PH 4 A	PH 5 A	PH 6 A	PH 7 A	PH 8 A	AUX 1	AUX 2	AUX 3	AUX 4	Marker	AC 1 B	AC 2 B	AC 3 B	AC 4 B	AC 5 B	AC 6 B	AC 7 B	AC 8 B	DC 1 B	DC 2 B	DC 3 B	DC 4 B	DC 5 B	DC 6 B	DC 7 B	DC 8 B	PH 1 B	PH 2 B	PH 3 B	PH 4 B	PH 5 B	PH 6 B	PH 7 B	PH 8 B	
5051262	  0.00	131.973263	39.739013	100.431284	24.881975	203.326940	76.284930	204.907650	19.878842	838.004559	266.281019	673.949815	180.667264	1316.738217	496.556190	1333.733455	146.577915	168.216324	171.455582	174.132011	179.095619	180.000000	190.610657	188.446655	196.636467	0	0	0	0	0	2.748005	0.712700	2.717249	3.832362	3.210947	0.812370	1.910239	0.699535	4.885064	4.049984	8.427718	8.942055	4.798495	4.261102	8.432686	3.516018	211.894234	187.636738	111.339123	180.305561	180.000000	161.235325	78.156132	255.816488	
5051282	  0.02	131.913646	39.606582	100.335254	25.144436	203.279615	76.565959	204.508126	19.850059	837.855157	266.171941	674.142226	180.578593	1316.927944	496.798228	1333.297632	146.369688	168.198387	171.529793	174.076180	179.300285	180.000000	190.442024	188.375328	196.578339	0	0	0	0	0	1.760577	4.522278	2.814425	1.877730	9.060880	1.729639	3.414493	1.741465	3.892941	6.371936	5.769339	3.699632	9.379149	4.700865	7.095763	9.758611	105.525406	29.407097	222.166969	349.082962	180.000000	14.634689	47.398193	106.118910	
5051302	  0.04	132.088747	39.609003	100.255276	25.071292	203.369919	76.376393	204.809675	19.843255	837.966247	266.140127	673.639237	180.476836	1316.705152	496.781513	1332.952708	146.415381	168.220825	171.708130	174.112892	178.992233	180.000000	190.385498	188.298759	196.995377	0	0	0	0	0	3.837256	3.959374	0.845503	1.962367	4.243094	0.368559	2.364566	1.173373	5.430809	6.968827	3.765572	5.575336	6.350028	3.332426	5.562841	5.978223	194.149300	227.983368	86.632988	269.839119	180.000000	237.874146	270.741190	249.982920	
5051322	  0.06	131.764457	39.664419	100.598027	24.924130	203.009407	76.394038	204.668646	19.970457	837.665796	266.170081	674.302182	180.375537	1316.656714	496.853347	1333.230526	146.460647	168.167381	171.872910	173.962273	178.715546	180.000000	190.317139	188.452187	197.509567	0	0	0	0	0	2.627298	4.754811	0.342541	0.750774	3.657003	0.365184	2.580608	1.000463	5.549935	8.106475	4.478163	4.623948	7.296904	7.619253	6.525855	3.879168	274.397934	202.157066	115.477448	170.829468	180.000000	51.037014	215.603729	8.251740	
5051342	  0.08	132.119387	39.859911	100.523074	25.151324	202.939556	76.547642	205.148331	19.992905	837.812026	266.156598	674.628499	180.297312	1316.755665	496.959374	1333.816788	146.331499	168.141090	171.673103	174.054100	178.685181	180.000000	190.473251	188.384544	197.186012	0	0	0	0	0	0.144816	3.055788	1.777900	2.129948	1.126558	2.464608	0.574416	1.973160	2.769523	6.465988	10.486927	4.193773	6.930956	5.281553	4.443176	8.408804	156.350060	175.473206	295.347366	214.102690	180.000000	66.017914	337.145645	8.533356	
5051362	  0.10	131.713182	39.679720	100.423483	24.937961	203.342588	76.422383	205.066660	20.050971	837.520176	266.229591	674.591164	180.277928	1316.532141	496.903341	1333.324353	146.448980	168.089897	171.384880	173.917030	178.619492	180.000000	190.386665	188.281509	196.804695	0	0	0	0	0	1.356572	3.113143	0.515773	2.337908	4.904341	1.541706	2.855986	1.889031	3.250759	4.870921	2.655971	7.265885	7.316578	5.610931	6.454123	5.739991	145.533701	305.009613	143.537371	252.586731	180.000000	221.352097	205.009575	216.727074	
5051382	  0.12	132.061187	39.820715	100.564329	24.892712	203.208498	76.535830	205.033245	19.855262	837.508158	266.222301	674.596899	180.350174	1316.260911	496.814700	1332.934650	146.235842	167.966301	171.387032	173.782852	178.382538	180.000000	190.417931	188.193527	196.542526	0	0	0	0	0	2.004168	1.337128	0.796814	4.201049	6.880722	1.250768	1.605159	2.175352	6.113401	5.927857	3.910598	5.346994	7.608755	5.233095	4.728890	5.808015	263.579292	251.683357	318.555992	286.213661	180.000000	321.921333	239.118340	119.730062	
5051402	  0.14	131.861456	39.617186	100.326301	24.784891	203.081455	76.482077	204.641697	19.763613	837.009500	265.986515	674.108429	180.063235	1315.362546	496.590627	1332.362908	146.291937	168.131378	171.627258	174.069191	179.137482	180.000000	190.412857	188.340157	196.807365	0	0	0	0	0	4.886634	4.843774	11.705029	3.708026	2.106978	0.810772	2.874419	1.770684	8.754385	10.243989	13.667559	5.756542	5.238713	4.110936	5.004408	4.660389	296.486277	350.917671	351.264359	33.259155	180.000000	292.991724	312.664120	98.265259	
5051422	  0.16	131.776262	39.674512	100.458180	24.933105	202.854271	76.284907	204.848109	19.993982	836.624557	266.039346	674.457379	180.130875	1314.518842	496.373967	1331.844363	146.230489	168.192787	172.211388	174.230919	178.729172	180.000000	190.459053	188.318336	197.547173	0	0	0	0	0	4.658102	5.000861	3.720247	2.384944	0.561715	2.076871	6.778896	1.193985	7.014466	8.442620	6.329791	4.089049	4.929053	4.835023	9.624452	6.490434	182.190735	200.825455	70.061668	61.642204	180.000000	181.235260	215.765091	199.138702	
5051442	  0.18	132.080846	39.675560	100.719145	24.783173	203.095013	76.405667	205.000348	20.025063	836.521091	265.843336	674.183160	180.028523	1314.842049	496.553993	1331.459541	146.197196	168.179626	171.482887	173.973198	179.127853	180.000000	190.391129	188.345078	196.560875	0	0	0	0	0	6.670317	9.046547	0.462778	2.357351	7.727294	1.890935	5.203310	1.212336	9.065584	8.518191	3.836805	4.589980	10.353290	5.618783	13.245974	4.624773	162.083811	50.033898	161.610793	300.574807	180.000000	194.607347	222.045053	81.587090	
